alias,office_code,office_name,confidence,support,total,all_votes,example_registration_id
东盛音乐火锅”,QTX_XIAOBA,小坝市场监管所,1.0,1,1,"{""小坝市场监管所"": 1}",51640300002025060300000021
东福珠宝”,QTX_YUMIN,裕民市场监管所,1.0,1,1,"{""裕民市场监管所"": 1}",51640300002025060800000005
两馆一中心院内,QTX_XIAOBA,小坝市场监管所,1.0,1,1,"{""小坝市场监管所"": 1}",51640300002025101700000053
中医院内,QTX_YUMIN,裕民市场监管所,1.0,1,1,"{""裕民市场监管所"": 1}",51640300002025081300000021
中医院对面,QTX_YUMIN,裕民市场监管所,1.0,1,1,"{""裕民市场监管所"": 1}",51640300002025042100000013
中医院斜对面,QTX_YUMIN,裕民市场监管所,1.0,1,1,"{""裕民市场监管所"": 1}",51640300002024101700000025
中医院旁边,QTX_YUMIN,裕民市场监管所,1.0,1,1,"{""裕民市场监管所"": 1}",51640300002025010600000125
中医院西门,QTX_YUMIN,裕民市场监管所,1.0,1,1,"{""裕民市场监管所"": 1}",51640300002024092300000050
中国电信营业厅,QTX_YUMIN,裕民市场监管所,1.0,1,1,"{""裕民市场监管所"": 1}",51640300002025100900000010
中国石化,QTX_HEXI,河西市场监管所,1.0,1,1,"{""河西市场监管所"": 1}",51640300002025122500000016
中国石化南庄加油加气站,QTX_XIAOBA,小坝市场监管所,1.0,1,1,"{""小坝市场监管所"": 1}",51640300002024102800000143
中国移动,QTX_YUMIN,裕民市场监管所,1.0,1,1,"{""裕民市场监管所"": 1}",51640300002025030700000034
中国移动公司商户详细位置：青铜峡市小坝商城店,QTX_YUMIN,裕民市场监管所,1.0,1,1,"{""裕民市场监管所"": 1}",51640300002024100800000006
中国移动公司青铜峡市小坝商城店,QTX_YUMIN,裕民市场监管所,1.0,1,1,"{""裕民市场监管所"": 1}",51640300002024100800000006
中国移动商户,QTX_YUMIN,裕民市场监管所,1.0,1,1,"{""裕民市场监管所"": 1}",51640300002025100900000012
中国移动荣耀”,QTX_YUMIN,裕民市场监管所,1.0,1,1,"{""裕民市场监管所"": 1}",51640300002025062100000002
中国移动营业厅,QTX_YUMIN,裕民市场监管所,1.0,1,1,"{""裕民市场监管所"": 1}",51640300002025021300000026
中国移动营业厅商户,QTX_YUMIN,裕民市场监管所,1.0,1,1,"{""裕民市场监管所"": 1}",51640300002025010300000031
中国邮政对面,QTX_YUMIN,裕民市场监管所,1.0,1,1,"{""裕民市场监管所"": 1}",51640300002025091100000015
中国黄金店铺商,QTX_YUMIN,裕民市场监管所,1.0,1,1,"{""裕民市场监管所"": 1}",51640300002025082600000025
中心路天宇批发部,QTX_HEXI,河西市场监管所,1.0,1,1,"{""河西市场监管所"": 1}",51640300002025060800000014
中石化加油站,QTX_HEXI,河西市场监管所,1.0,1,1,"{""河西市场监管所"": 1}",51640300002025022700000018
中石化南庄加油站,QTX_XIAOBA,小坝市场监管所,1.0,1,1,"{""小坝市场监管所"": 1}",51640300002025040200000009
中青加气站,QTX_HEXI,河西市场监管所,1.0,1,1,"{""河西市场监管所"": 1}",51640300002025042900000001
丹麓酒庄叶北公路向东,QTX_QUJING,瞿靖市场监管所,1.0,1,1,"{""瞿靖市场监管所"": 1}",51640300002025050100000032
久鸿超市,QTX_XIAOBA,小坝市场监管所,1.0,1,1,"{""小坝市场监管所"": 1}",51640300002025122900000062
乐厨海鲜调味超市,QTX_YUMIN,裕民市场监管所,1.0,1,1,"{""裕民市场监管所"": 1}",51640300002025120200000019
乔丹儿童店,QTX_YUMIN,裕民市场监管所,1.0,1,1,"{""裕民市场监管所"": 1}",51640300002024121200000048
乔丹商户,QTX_YUMIN,裕民市场监管所,1.0,1,1,"{""裕民市场监管所"": 1}",51640300002025021800000020
乔丹店,QTX_YUMIN,裕民市场监管所,1.0,1,1,"{""裕民市场监管所"": 1}",51640300002025080600000021
乔丹店商户,QTX_YUMIN,裕民市场监管所,1.0,1,1,"{""裕民市场监管所"": 1}",51640300002025112100000032
书亦烧仙草,QTX_XIAOBA,小坝市场监管所,1.0,1,1,"{""小坝市场监管所"": 1}",51640300002025071600000038
书亦烧仙草发生时间：8月7日早上消费金额：18元,QTX_XIAOBA,小坝市场监管所,1.0,1,1,"{""小坝市场监管所"": 1}",51640300002025080800000004
买大牛羊肉商户,QTX_XIAOBA,小坝市场监管所,1.0,1,1,"{""小坝市场监管所"": 1}",51640300002025012400000033
云南过桥米线,QTX_YUMIN,裕民市场监管所,1.0,1,1,"{""裕民市场监管所"": 1}",51640300002025121600000021
云南过桥米线（商城店）,QTX_YUMIN,裕民市场监管所,1.0,1,1,"{""裕民市场监管所"": 1}",51640300002024122700000002
云博酒水贸易商行（新科贸易商行）,QTX_YUMIN,裕民市场监管所,1.0,1,1,"{""裕民市场监管所"": 1}",51640300002025112400000039
云天华府小区20号楼3号营业房,QTX_XIAOBA,小坝市场监管所,1.0,1,1,"{""小坝市场监管所"": 1}",1640381002025102423887696
云尚音乐餐吧,QTX_XIAOBA,小坝市场监管所,1.0,1,1,"{""小坝市场监管所"": 1}",51640300002025081100000005
云朵艾杨美肤养生馆,QTX_XIAOBA,小坝市场监管所,1.0,1,1,"{""小坝市场监管所"": 1}",51640300002024102100000136
五星钻报商户,QTX_YUMIN,裕民市场监管所,1.0,1,1,"{""裕民市场监管所"": 1}",51640300002024112100000028
五星钻报星月神专卖店,QTX_YUMIN,裕民市场监管所,1.0,1,1,"{""裕民市场监管所"": 1}",51640300002024111900000041
五粮春名门之秀双华超市,QTX_XIAOBA,小坝市场监管所,1.0,1,1,"{""小坝市场监管所"": 1}",51640300002025082100000006
五粮春超市,QTX_YUMIN,裕民市场监管所,1.0,1,1,"{""裕民市场监管所"": 1}",51640300002024100800000003
五里关火锅店”,QTX_XIAOBA,小坝市场监管所,1.0,1,1,"{""小坝市场监管所"": 1}",51640300002025062100000004
五里关火锅店铺商户,QTX_XIAOBA,小坝市场监管所,1.0,1,1,"{""小坝市场监管所"": 1}",51640300002024112200000004
五金公司家属院,QTX_YUMIN,裕民市场监管所,1.0,1,1,"{""裕民市场监管所"": 1}",1640381002024032030946265
五金店,QTX_DABA,大坝市场监管所,1.0,1,1,"{""大坝市场监管所"": 1}",51640300002025091100000054
五金日杂装饰材料店,QTX_QUJING,瞿靖市场监管所,1.0,1,1,"{""瞿靖市场监管所"": 1}",51640300002025071000000010
五金稻链钢丝绳篷布商户,QTX_HEXI,河西市场监管所,1.0,1,1,"{""河西市场监管所"": 1}",51640300002024112500000051
亲民路,QTX_XIAOBA,小坝市场监管所,1.0,1,1,"{""小坝市场监管所"": 1}",51640300002025022400000040
亲民路49号,QTX_XIAOBA,小坝市场监管所,1.0,1,1,"{""小坝市场监管所"": 1}",51640300002024092300000007
亲民路韵欣苑,QTX_XIAOBA,小坝市场监管所,1.0,1,1,"{""小坝市场监管所"": 1}",51640300002025111800000013
人民医院,QTX_XIAOBA,小坝市场监管所,1.0,1,1,"{""小坝市场监管所"": 1}",51640300002025010600000032
人民医院对面,QTX_XIAOBA,小坝市场监管所,1.0,1,1,"{""小坝市场监管所"": 1}",51640300002025100300000018
人民医院西侧巷道内,QTX_XIAOBA,小坝市场监管所,1.0,1,1,"{""小坝市场监管所"": 1}",51640300002025121600000016
人民医院西门,QTX_XIAOBA,小坝市场监管所,1.0,1,1,"{""小坝市场监管所"": 1}",51640300002025082900000003
亿家香凉皮店,QTX_YUMIN,裕民市场监管所,1.0,1,1,"{""裕民市场监管所"": 1}",51640300002025073000000041
亿家香凉皮麻辣烫,QTX_XIAOBA,小坝市场监管所,1.0,1,1,"{""小坝市场监管所"": 1}",51640300002025040100000036
亿牧牛肉面,QTX_HEXI,河西市场监管所,1.0,1,1,"{""河西市场监管所"": 1}",51640300002025071700000014
仔猪交易市场,QTX_XIAOBA,小坝市场监管所,1.0,1,1,"{""小坝市场监管所"": 1}",51640300002024120200000025
仔猪市场81号,QTX_XIAOBA,小坝市场监管所,1.0,1,1,"{""小坝市场监管所"": 1}",51640300002025010600000093
仰韶彩陶坊国酒专卖便利店,QTX_YUMIN,裕民市场监管所,1.0,1,1,"{""裕民市场监管所"": 1}",51640300002025071100000001
任桥村信号灯附近,QTX_HEDONG,河东市场监管所,1.0,1,1,"{""河东市场监管所"": 1}",51640300002025032700000059
任桥阳光蔬社店铺,QTX_HEDONG,河东市场监管所,1.0,1,1,"{""河东市场监管所"": 1}",51640300002025122700000022
伊品轩火锅城,QTX_XIAOBA,小坝市场监管所,1.0,1,1,"{""小坝市场监管所"": 1}",51640300002025111300000026
伊品轩火锅店,QTX_XIAOBA,小坝市场监管所,1.0,1,1,"{""小坝市场监管所"": 1}",51640300002025100500000043
伊哈丫餐饮店,QTX_HEDONG,河东市场监管所,1.0,1,1,"{""河东市场监管所"": 1}",51640300002025071000000020
伊顺和羊肉搓面,QTX_YUMIN,裕民市场监管所,1.0,1,1,"{""裕民市场监管所"": 1}",51640300002025102900000012
伊香手撕铁板烤鸭,QTX_XIAOBA,小坝市场监管所,1.0,1,1,"{""小坝市场监管所"": 1}",51640300002025112300000010
伊香阁早茶牛肉面,QTX_YUMIN,裕民市场监管所,1.0,1,1,"{""裕民市场监管所"": 1}",51640300002025091100000015
体育场内美食街,QTX_HEXI,河西市场监管所,1.0,1,1,"{""河西市场监管所"": 1}",51640300002025080300000025
佬俵宫廷糕店（商城店）,QTX_YUMIN,裕民市场监管所,1.0,1,1,"{""裕民市场监管所"": 1}",51640300002025061800000017
佬表蛋糕店,QTX_YUMIN,裕民市场监管所,1.0,1,1,"{""裕民市场监管所"": 1}",51640300002025082200000027
佰纳依人依点店,QTX_YUMIN,裕民市场监管所,1.0,1,1,"{""裕民市场监管所"": 1}",51640300002025121200000005
佳乐综合经销部,QTX_DABA,大坝市场监管所,1.0,1,1,"{""大坝市场监管所"": 1}",51640300002025111100000037
佳佳运电动车商户,QTX_QUJING,瞿靖市场监管所,1.0,1,1,"{""瞿靖市场监管所"": 1}",51640300002024102800000007
佳旺家私城宏宇瓷砖,QTX_YUMIN,裕民市场监管所,1.0,1,1,"{""裕民市场监管所"": 1}",51640300002025091600000012
佳润超市,QTX_XIAOBA,小坝市场监管所,1.0,1,1,"{""小坝市场监管所"": 1}",51640300002024122300000018
佳美窗帘布艺,QTX_YUMIN,裕民市场监管所,1.0,1,1,"{""裕民市场监管所"": 1}",51640300002025112400000007
佳美窗帘布艺商户,QTX_YUMIN,裕民市场监管所,1.0,1,1,"{""裕民市场监管所"": 1}",51640300002025072500000023
依人依经店,QTX_YUMIN,裕民市场监管所,1.0,1,1,"{""裕民市场监管所"": 1}",51640300002025121300000022
侧入口进入后第一家卖中药材,QTX_XIAOBA,小坝市场监管所,1.0,1,1,"{""小坝市场监管所"": 1}",51640300002025102500000018
便民自助洗车行,QTX_XIAOBA,小坝市场监管所,1.0,1,1,"{""小坝市场监管所"": 1}",51640300002025101700000053
修车行商户地址,QTX_YUMIN,裕民市场监管所,1.0,1,1,"{""裕民市场监管所"": 1}",51640300002025082200000034
儿童玩具店,QTX_YUMIN,裕民市场监管所,1.0,1,1,"{""裕民市场监管所"": 1}",51640300002024082100000043
元素理发店,QTX_YUMIN,裕民市场监管所,1.0,1,1,"{""裕民市场监管所"": 1}",51640300002025020500000045
光明小区,QTX_YUMIN,裕民市场监管所,1.0,1,1,"{""裕民市场监管所"": 1}",51640300002025020500000133
光明小区北门口,QTX_YUMIN,裕民市场监管所,1.0,1,1,"{""裕民市场监管所"": 1}",51640300002025100100000054
光明小区西侧,QTX_YUMIN,裕民市场监管所,1.0,1,1,"{""裕民市场监管所"": 1}",51640300002025010700000048
全家乐超市,QTX_XIAOBA,小坝市场监管所,1.0,1,1,"{""小坝市场监管所"": 1}",51640300002025081000000022
全家福汉餐,QTX_XIAOBA,小坝市场监管所,1.0,1,1,"{""小坝市场监管所"": 1}",51640300002024123000000021
全家福汉餐旁边的碧水云天KTV,QTX_XIAOBA,小坝市场监管所,1.0,1,1,"{""小坝市场监管所"": 1}",51640300002024082700000064
八味斋特色小公鸡拉条子,QTX_YUMIN,裕民市场监管所,1.0,1,1,"{""裕民市场监管所"": 1}",51640300002025101500000052
八宝茶庄,QTX_XIAOBA,小坝市场监管所,1.0,1,1,"{""小坝市场监管所"": 1}",51640300002025021300000021
六中对面,QTX_YUMIN,裕民市场监管所,1.0,1,1,"{""裕民市场监管所"": 1}",51640300002025072800000031
六中店,QTX_YUMIN,裕民市场监管所,1.0,1,1,"{""裕民市场监管所"": 1}",51640300002025071400000005
六喜珠宝商户,QTX_YUMIN,裕民市场监管所,1.0,1,1,"{""裕民市场监管所"": 1}",51640300002025010600000116
兰园超市,QTX_XIAOBA,小坝市场监管所,1.0,1,1,"{""小坝市场监管所"": 1}",51640300002024102100000019
兰桂坊店铺,QTX_XIAOBA,小坝市场监管所,1.0,1,1,"{""小坝市场监管所"": 1}",51640300002025071500000001
兰馨苑C区西门,QTX_XIAOBA,小坝市场监管所,1.0,1,1,"{""小坝市场监管所"": 1}",51640300002024102100000019
兰馨苑小广场,QTX_XIAOBA,小坝市场监管所,1.0,1,1,"{""小坝市场监管所"": 1}",51640300002025080600000034
关家园,QTX_YUMIN,裕民市场监管所,1.0,1,1,"{""裕民市场监管所"": 1}",51640300002024082300000007
关家园东区西门,QTX_YUMIN,裕民市场监管所,1.0,1,1,"{""裕民市场监管所"": 1}",51640300002025062700000018
关家园东区西门北侧,QTX_YUMIN,裕民市场监管所,1.0,1,1,"{""裕民市场监管所"": 1}",51640300002025062700000021
关马湖西侧服务区,QTX_HEDONG,河东市场监管所,1.0,1,1,"{""河东市场监管所"": 1}",51640300002025100300000025
关马湖西侧服务区发生时间：10月3日14:13分消费金,QTX_HEDONG,河东市场监管所,1.0,1,1,"{""河东市场监管所"": 1}",51640300002025100300000025
兴业文体,QTX_YUMIN,裕民市场监管所,1.0,1,1,"{""裕民市场监管所"": 1}",51640300002025071100000039
兴强剪板折弯,QTX_XIAOBA,小坝市场监管所,1.0,1,1,"{""小坝市场监管所"": 1}",51640300002025062700000031
兴盛东街商品房59号,QTX_YESHENG,叶盛市场监管所,1.0,1,1,"{""叶盛市场监管所"": 1}",1640381002024121443087551
兴隆超市(古峡东街店)青铜峡市陈袁滩镇古峡东街学府壹号,QTX_XIAOBA,小坝市场监管所,1.0,1,1,"{""小坝市场监管所"": 1}",1640381002025102483322118
其他,QTX_QUJING,瞿靖市场监管所,1.0,1,1,"{""瞿靖市场监管所"": 1}",51640300002025100800000036
军霞超市,QTX_XIAOBA,小坝市场监管所,1.0,1,1,"{""小坝市场监管所"": 1}",51640300002025122100000015
冬梅凉皮麻辣烫,QTX_YUMIN,裕民市场监管所,1.0,1,1,"{""裕民市场监管所"": 1}",51640300002025012600000019
冬梅麻辣烫商户,QTX_XIAOBA,小坝市场监管所,1.0,1,1,"{""小坝市场监管所"": 1}",51640300002025072700000024
刀削面馆,QTX_XIAOBA,小坝市场监管所,1.0,1,1,"{""小坝市场监管所"": 1}",51640300002025041100000055
刘敬志豆腐,QTX_XIAOBA,小坝市场监管所,1.0,1,1,"{""小坝市场监管所"": 1}",51640300002025082100000109
创域帝国机器人俱乐部,QTX_XIAOBA,小坝市场监管所,1.0,1,1,"{""小坝市场监管所"": 1}",51640300002025041800000024
创大伟业百货厨具生活用品商户,QTX_YUMIN,裕民市场监管所,1.0,1,1,"{""裕民市场监管所"": 1}",51640300002024102800000003
利民东街星河传说住宅小区（二期）,QTX_XIAOBA,小坝市场监管所,1.0,1,1,"{""小坝市场监管所"": 1}",51640300002024090800000024
利民商店商户,QTX_XIAOBA,小坝市场监管所,1.0,1,1,"{""小坝市场监管所"": 1}",51640300002025082900000003
利民街海波拉面,QTX_XIAOBA,小坝市场监管所,1.0,1,1,"{""小坝市场监管所"": 1}",51640300002025060100000008
利民西街100号,QTX_XIAOBA,小坝市场监管所,1.0,1,1,"{""小坝市场监管所"": 1}",51640300002024072900000033
利民西街21#,QTX_XIAOBA,小坝市场监管所,1.0,1,1,"{""小坝市场监管所"": 1}",51640300002024083000000032
利民西街53#,QTX_XIAOBA,小坝市场监管所,1.0,1,1,"{""小坝市场监管所"": 1}",1640381002025051653520089
利民西街62号,QTX_XIAOBA,小坝市场监管所,1.0,1,1,"{""小坝市场监管所"": 1}",51640300002024102100000002
利民西街68＃,QTX_XIAOBA,小坝市场监管所,1.0,1,1,"{""小坝市场监管所"": 1}",51640300002024072900000043
利民西街78、80号,QTX_XIAOBA,小坝市场监管所,1.0,1,1,"{""小坝市场监管所"": 1}",1640381002024123083263292
利民西街85#商贸房,QTX_XIAOBA,小坝市场监管所,1.0,1,1,"{""小坝市场监管所"": 1}",1640381002025032250347572
利民西街天景美邸26号商贸房,QTX_XIAOBA,小坝市场监管所,1.0,1,1,"{""小坝市场监管所"": 1}",1640381002024121354818982
利民西街第五中学东侧,QTX_YUMIN,裕民市场监管所,1.0,1,1,"{""裕民市场监管所"": 1}",51640300002025112000000008
利民西街第五中学东侧发生时间：2025年7月10日消费金额,QTX_YUMIN,裕民市场监管所,1.0,1,1,"{""裕民市场监管所"": 1}",51640300002025112000000008
利民超市,QTX_DABA,大坝市场监管所,1.0,1,1,"{""大坝市场监管所"": 1}",51640300002025110500000001
利通区关马湖服务区女厕旁边的窗口,QTX_HEDONG,河东市场监管所,1.0,1,1,"{""河东市场监管所"": 1}",51640300002024100800000108
利通区关马湖服务区烤肠,QTX_HEDONG,河东市场监管所,1.0,1,1,"{""河东市场监管所"": 1}",51640300002024100800000108
利通区关马湖服务区美食餐厅,QTX_HEDONG,河东市场监管所,1.0,1,1,"{""河东市场监管所"": 1}",51640300002025112100000024
利通区夏进乳业集团股份有限公司,QTX_XIAOBA,小坝市场监管所,1.0,1,1,"{""小坝市场监管所"": 1}",51640300002025043000000005
利通区马莲渠,QTX_XIAOBA,小坝市场监管所,1.0,1,1,"{""小坝市场监管所"": 1}",1640381002024112456692710
劲选男装,QTX_YUMIN,裕民市场监管所,1.0,1,1,"{""裕民市场监管所"": 1}",51640300002025121200000033
包氏百货店铺,QTX_YUMIN,裕民市场监管所,1.0,1,1,"{""裕民市场监管所"": 1}",51640300002024081200000061
北环路仔特色早茶牛肉面,QTX_YUMIN,裕民市场监管所,1.0,1,1,"{""裕民市场监管所"": 1}",51640300002025053100000003
北环路北侧93号,QTX_XIAOBA,小坝市场监管所,1.0,1,1,"{""小坝市场监管所"": 1}",51640300002025072800000040
北环路西59,QTX_XIAOBA,小坝市场监管所,1.0,1,1,"{""小坝市场监管所"": 1}",1640381002024102263312842
北门后左手侧的一家点心摊贩,QTX_YUMIN,裕民市场监管所,1.0,1,1,"{""裕民市场监管所"": 1}",51640300002025092600000030
十惠客24小时超市商户,QTX_YUMIN,裕民市场监管所,1.0,1,1,"{""裕民市场监管所"": 1}",51640300002025061100000036
千浪音乐酒吧,QTX_XIAOBA,小坝市场监管所,1.0,1,1,"{""小坝市场监管所"": 1}",51640300002025033100000013
千里相会小逾店”,QTX_YUMIN,裕民市场监管所,1.0,1,1,"{""裕民市场监管所"": 1}",51640300002025082000000001
